# Date: 19/07/01 ,Author: E.Hubble
# Wavelength (m) ,Observation: 19909,Observation: 27028,Observation: 16652,Observation: 31458,Observation: 47548,Observation: 21100,Observation: 11768,Observation: 36969,Observation: 36656,Observation: 14915,Observation: 16766,Observation: 18197,Observation: 30915,Observation: 41090,Observation: 48054,Observation: 39451,Observation: 36999,Observation: 23674,Observation: 23095,Observation: 30768,Observation: 31991,Observation: 31544,Observation: 38008,Observation: 16076,Observation: 43937,Observation: 42251,Observation: 36537,Observation: 15338,Observation: 23522,Observation: 47565
7.002000000000000892e-07,1.359123234320514655e+02,1.777590732114279604e+02,9.397305086879761404e+01,1.550824912005157898e+02,1.618788464962527200e+02,1.321800352525885671e+02,1.545267290569981071e+02,1.192527849213192610e+02,1.272655833273614974e+02,9.126443598455463757e+01,1.084433755266806116e+02,1.347087915932871454e+02,1.379785812029770113e+02,1.729393285039469106e+02,7.088986553303280402e+01,1.059561204475221388e+02,9.665441805243500539e+01,1.964621270811011584e+02,1.201589854482518831e+02,9.521879032035739954e+01,1.524750067197888939e+02,1.330922155644015845e+02,6.382341430406528104e+01,1.606667228550325603e+02,1.131937992271509046e+02,1.304976937298397104e+02,1.435858925824975074e+02,1.428151646681071725e+02,1.826524828387232446e+02,1.520379924939101386e+02
7.002999999999999909e-07,1.300126884292837701e+02,1.744731007306740480e+02,9.572685425053190045e+01,1.610999988791285773e+02,1.675065673206196095e+02,1.250351639233424379e+02,1.362661045825684027e+02,1.179781808307657798e+02,1.254843875075735866e+02,1.015233980422074893e+02,1.234690677167545374e+02,1.247615637996342031e+02,1.453091400458216071e+02,1.700703801056744737e+02,6.707009592880599769e+01,1.193881856186989978e+02,9.580315515313411368e+01,1.928278941172978875e+02,1.345384901486241347e+02,8.076824645686990323e+01,1.537557551157331659e+02,1.419360222864146408e+02,6.435526224336783230e+01,1.516797873449998804e+02,1.100025359361508777e+02,1.386538725960788270e+02,1.515746134486220456e+02,1.491376224696236363e+02,1.841329273619966216e+02,1.589601157026781379e+02
7.003999999999999984e-07,1.431902209535626298e+02,1.663889240205433850e+02,1.048867814337095581e+02,1.656914534493695896e+02,1.637636427824479881e+02,1.302119453261740034e+02,1.380584107505726479e+02,1.143748437486725038e+02,1.151045507291872809e+02,8.797822333837386566e+01,1.192743583125712092e+02,1.266092871038478620e+02,1.356457214728639542e+02,1.717371260372666768e+02,6.736894203836381223e+01,1.161625984575151023e+02,9.035428764565723725e+01,1.940187192925671411e+02,1.092273647785559376e+02,1.016235949487004007e+02,1.561298543325503942e+02,1.351386257712481154e+02,7.777325884332415740e+01,1.658599315746882610e+02,1.057040182880324863e+02,1.482881779642728475e+02,1.460757751564725027e+02,1.386077963877432069e+02,1.972768000454428829e+02,1.586908226937546544e+02
7.005000000000000059e-07,1.273770245722545269e+02,1.661795857366764722e+02,1.107237581141126697e+02,1.586864080397159285e+02,1.671493909594205434e+02,1.147887520261632233e+02,1.530479504016496435e+02,1.111442250822316424e+02,1.244647463638498834e+02,8.666280685641883963e+01,1.235797499298862192e+02,1.380354618898451236e+02,1.348550881228818241e+02,1.721814619357741378e+02,7.664751257984730159e+01,1.132853948995935127e+02,9.038775491792166861e+01,1.901481662265335046e+02,1.265564680230626209e+02,1.079094076307928987e+02,1.554689686279108116e+02,1.337498526129927257e+02,7.439850236820578289e+01,1.650179463476224271e+02,1.005840808924723433e+02,1.400748090738743485e+02,1.403677914837160756e+02,1.358817908351887809e+02,1.884451620720897722e+02,1.548214368856702947e+02
7.006000000000001193e-07,1.273661591896827190e+02,1.674432676190700988e+02,9.196270706257776339e+01,1.608910542425070389e+02,1.709996877702798770e+02,1.168470942261501904e+02,1.431978361356925973e+02,1.026642847746361582e+02,1.287871376564847878e+02,8.255535329214612261e+01,1.287421120396604977e+02,1.212328435247197689e+02,1.379804162787042969e+02,1.588373734332045331e+02,9.007018086088542930e+01,1.054436731953433934e+02,1.013078274097435809e+02,1.926128647708565040e+02,1.243541252419581866e+02,1.062049081177589613e+02,1.459031445623221543e+02,1.357310388689167837e+02,8.741045733668029527e+01,1.668047957749364230e+02,1.134803479118477014e+02,1.420178747855591155e+02,1.486379930956531155e+02,1.419776023011170309e+02,1.682126742029913657e+02,1.596691191030633092e+02
7.007000000000001268e-07,1.438307253557093190e+02,1.785996160935197850e+02,1.098561351140797768e+02,1.765493445282397431e+02,1.698097670186204766e+02,1.353825386926030490e+02,1.388231473596824515e+02,1.138050552675378668e+02,1.273882042202668003e+02,7.525202798430396456e+01,1.166915498052344020e+02,1.301544584096231745e+02,1.256050020295074177e+02,1.643463763434600082e+02,6.553521659329928184e+01,1.207833313073842589e+02,8.939102721250900174e+01,1.983725293917114243e+02,1.238592390973458777e+02,9.492811297896970757e+01,1.499346775456170633e+02,1.307866703239116930e+02,6.760073799382735160e+01,1.599357736916103647e+02,1.095051841452189194e+02,1.312387820981115851e+02,1.415419619643073474e+02,1.416570503284274594e+02,1.873038169984102979e+02,1.491495903901166002e+02
7.008000000000000284e-07,1.450610521143637470e+02,1.730344447401206764e+02,9.927085496741543125e+01,1.589412386510117869e+02,1.673867311027653386e+02,1.229625937246318870e+02,1.506996286967060996e+02,1.136557567995363200e+02,1.220942098554299520e+02,7.588814906864406851e+01,1.286495396576740973e+02,1.333659397291111475e+02,1.414427757355978486e+02,1.780664618784785773e+02,7.101899410527694556e+01,1.163242829629878798e+02,9.872966772802737978e+01,1.924857147828515167e+02,1.105917637627341463e+02,8.314511187759379141e+01,1.578302196450304393e+02,1.381140990134514368e+02,7.895575898083329491e+01,1.622903493688279468e+02,1.133467485980234244e+02,1.341850610478528552e+02,1.441266591078718875e+02,1.407783975874949647e+02,1.989265955601651967e+02,1.679042329047001658e+02
7.009000000000000359e-07,1.230960603705494378e+02,1.709629656444172667e+02,9.642808067460498478e+01,1.533524505632186106e+02,1.712345794926344240e+02,1.201640784063268512e+02,1.491007126766177180e+02,1.040554691026339640e+02,1.145539408615809833e+02,8.611137544933899335e+01,1.217721935947780878e+02,1.455113842241804605e+02,1.322413626671441023e+02,1.736750702839346445e+02,6.816799612027428168e+01,1.054466148824117084e+02,8.096348751484561035e+01,1.930208994622421699e+02,1.229152481099805527e+02,9.326759060553922609e+01,1.457909497925334108e+02,1.379207578464513233e+02,8.172507906640970532e+01,1.646156531931685549e+02,1.165322444654460696e+02,1.393167868925888797e+02,1.477447121149350551e+02,1.433275294000420672e+02,1.893231661780718582e+02,1.510581357668721409e+02
7.010000000000000435e-07,1.434263707949061200e+02,1.749823304021519448e+02,1.052508922072741768e+02,1.517495885613228950e+02,1.681517448384470867e+02,1.302169670655829918e+02,1.338722511149159971e+02,1.088832333197393893e+02,1.215018156244585441e+02,8.883830402662702852e+01,1.043423386032608562e+02,1.332033130631691904e+02,1.319887679713075954e+02,1.667108790996516632e+02,6.722740312848645772e+01,1.068449980931955281e+02,9.357048295272144856e+01,1.970320599140186744e+02,1.235983966821073068e+02,1.029875037545271539e+02,1.606806360570569723e+02,1.297632173231562831e+02,8.184386093408070906e+01,1.569568248047061729e+02,1.063268290807538818e+02,1.336813785833339239e+02,1.373490066166802137e+02,1.401045997697186749e+02,1.909840957005825146e+02,1.594738268096229774e+02
7.011000000000000510e-07,1.330537922530216690e+02,1.670984952070203349e+02,9.482729982861448548e+01,1.553882125041995721e+02,1.723547818801325207e+02,1.153149640081201426e+02,1.459015931649075242e+02,1.136692177904205892e+02,1.245297272591445505e+02,9.456133307374487629e+01,1.142966619616261994e+02,1.354292677226885644e+02,1.281683665032376496e+02,1.659505359364589197e+02,7.274580954312168046e+01,1.123944679864921028e+02,9.177784585590147515e+01,1.922535183653982642e+02,1.123801677470484464e+02,9.904527516537002896e+01,1.418731509425710442e+02,1.377832483006221764e+02,6.328723323822809022e+01,1.529764654979870500e+02,1.127636326918045029e+02,1.410906373488971894e+02,1.325718850514107316e+02,1.415838347943102349e+02,1.804756264000731676e+02,1.589938257980651031e+02
7.012000000000000585e-07,1.455956456219111601e+02,1.734457065215644320e+02,9.547023848580928984e+01,1.558223141742460598e+02,1.723186446043924320e+02,1.264265047175783536e+02,1.432270325851914095e+02,1.082841036260125946e+02,1.152830330501889478e+02,8.932774965455310223e+01,1.149181326433758130e+02,1.342722374049908183e+02,1.297364253728791539e+02,1.600842732443229579e+02,7.020037081497146403e+01,1.151553999817467115e+02,8.213384360806151108e+01,1.929435359815615527e+02,1.159353101590648407e+02,9.351730599296973878e+01,1.499732984277388823e+02,1.335398750594073363e+02,6.766077202832735793e+01,1.702701773545141748e+02,1.139740464144922640e+02,1.423329103863092087e+02,1.467748089052012688e+02,1.368035663694180641e+02,1.756883670151279659e+02,1.502813234975724583e+02
7.012999999999999601e-07,1.432121476373578730e+02,1.694143838192227065e+02,1.001391172793551902e+02,1.697425509653985785e+02,1.647234490567173282e+02,1.388346071647877125e+02,1.340365198577169963e+02,1.051665107926068146e+02,1.272307256898564134e+02,9.223210320792104255e+01,1.123420819918675306e+02,1.318015612742316307e+02,1.309725016767073100e+02,1.747803434716658728e+02,7.624383949951085526e+01,1.206096448284337157e+02,9.039338320990884768e+01,2.019860743326267709e+02,1.186316538119414048e+02,1.000537483455429850e+02,1.531868934827259920e+02,1.395638040056463751e+02,6.888102735439369440e+01,1.510854474819207667e+02,1.053265067053273469e+02,1.381908714737785715e+02,1.470330711049444403e+02,1.478448089265557996e+02,1.890951968503635214e+02,1.585704825185039795e+02
7.014000000000000735e-07,1.329310003690745248e+02,1.741762500821658648e+02,9.105920104083668321e+01,1.543230540857284723e+02,1.747974196166148033e+02,1.199604576958423650e+02,1.374472184364501004e+02,1.119349568598627940e+02,1.354487643029480921e+02,9.266779108925695141e+01,1.244013964945076651e+02,1.271284987993300746e+02,1.403721260467478658e+02,1.817079883028617644e+02,7.805566794130918140e+01,1.126755800004823129e+02,8.230211806237913663e+01,1.793220992843795898e+02,1.153290100391701003e+02,9.733999055652975585e+01,1.539728249477027475e+02,1.370819368465217281e+02,7.487826759130462051e+01,1.662629141190885207e+02,1.098155025667444136e+02,1.401931248122008640e+02,1.494199063784699888e+02,1.468182845906153489e+02,1.935763872587848766e+02,1.589765064261736711e+02
7.015000000000000810e-07,1.298632468263530768e+02,1.703970602577137186e+02,1.058598311171176221e+02,1.531159346767022953e+02,1.573780358661520324e+02,1.222483043126353692e+02,1.495425013605480729e+02,1.160361790626113532e+02,1.176448876413561777e+02,8.189012168876232067e+01,1.215835536976703537e+02,1.365168749525765293e+02,1.330256088489229853e+02,1.712541800932370961e+02,6.431933211154422736e+01,1.051130123260481071e+02,9.703550087193534068e+01,1.940046797306954431e+02,1.266868687949020398e+02,8.936879859542477789e+01,1.613730761834358987e+02,1.337245200203559250e+02,6.995402666639242284e+01,1.614391237039900204e+02,1.067344042242179398e+02,1.412573994233254098e+02,1.451134523818031425e+02,1.441415834054066920e+02,1.907611400781833879e+02,1.676188573722140802e+02
7.016000000000000885e-07,1.349271425407959271e+02,1.742131857565680093e+02,1.019301213274006983e+02,1.566866927334499735e+02,1.691030964129358551e+02,1.335053901074748239e+02,1.420440051514114828e+02,1.071681322796534772e+02,1.258878257222943802e+02,8.147310752581381621e+01,1.080236060811056547e+02,1.471744554150527620e+02,1.328991148533768865e+02,1.749090502769479372e+02,6.942218762676600363e+01,1.087968939223729166e+02,8.294108289417781066e+01,1.898710987125356837e+02,1.157729363633197437e+02,9.565532776649945390e+01,1.507114384284737980e+02,1.456445964616207789e+02,6.927262936039764440e+01,1.581512337492744678e+02,1.101030863820473229e+02,1.460256042001723245e+02,1.442834687709778621e+02,1.371539077506022863e+02,1.829879513592252636e+02,1.605233356371871594e+02
7.017000000000000960e-07,1.394590030689878404e+02,1.665891930662515676e+02,1.088883297057692801e+02,1.654190719645686443e+02,1.745734339150562278e+02,1.325201391597613281e+02,1.355985182907909063e+02,1.160775100953957661e+02,1.128540188396453061e+02,8.083523536625352790e+01,1.204563268137564478e+02,1.432608818312857295e+02,1.345126537222754450e+02,1.637684200263748551e+02,7.115919792532282884e+01,1.058805989660755245e+02,8.936582069947996843e+01,1.804026262365069329e+02,1.216238181695389073e+02,1.041881532874950267e+02,1.576245589089641044e+02,1.228191046925419130e+02,7.822265344417897381e+01,1.640969231825509098e+02,1.099444121948801012e+02,1.443713718899445269e+02,1.349772528213921703e+02,1.382169735421879579e+02,1.916413924060354077e+02,1.558152492815204653e+02
7.017999999999999977e-07,1.426858760916900053e+02,1.780201342633006618e+02,9.651841127568511070e+01,1.603656760384583890e+02,1.667575832521612256e+02,1.230522666204677904e+02,1.390598537886848760e+02,1.105287142735289336e+02,1.188793433873242549e+02,7.528397106116560167e+01,1.104741089462380188e+02,1.351740189011477469e+02,1.387710208403095749e+02,1.692098843668497352e+02,6.944662992245011424e+01,1.035875118576223457e+02,8.763279503261917114e+01,1.877731211300142604e+02,1.301131918316097540e+02,9.248227665464645497e+01,1.635294087925745146e+02,1.332995441968063233e+02,6.733765031176680793e+01,1.553061480666549130e+02,1.043088631054982045e+02,1.273262508527685810e+02,1.526439368180438407e+02,1.440201679729179602e+02,1.938937404110761236e+02,1.474966668674840662e+02
7.019000000000000052e-07,1.353776489048076428e+02,1.744792416369144235e+02,8.981249158000056809e+01,1.623199919570466250e+02,1.585839435671666138e+02,1.244356788919567833e+02,1.471994963590545638e+02,1.122457994178533198e+02,1.212726908090097169e+02,9.457255344662156915e+01,1.186614969185342403e+02,1.404795903521875005e+02,1.301405979083197053e+02,1.679608833304832842e+02,7.583587311314774126e+01,1.166039190727191226e+02,1.006649357317138396e+02,1.916587432156701141e+02,1.191409586639227456e+02,9.495034782889260327e+01,1.446518533163716143e+02,1.413761546875751662e+02,8.690044279588076392e+01,1.667542409655382869e+02,1.077629509929709002e+02,1.352257573192150346e+02,1.476874936282004569e+02,1.411712116275396340e+02,1.911558680593033728e+02,1.611706696345321745e+02
7.020000000000000127e-07,1.343908850679844704e+02,1.700658781082981079e+02,9.120702605214866310e+01,1.636640593545787397e+02,1.672699599219082245e+02,1.241858713850528204e+02,1.359132049261651787e+02,1.047409673338044342e+02,1.158749533714170639e+02,9.211804703234463432e+01,1.111504459695134841e+02,1.402537139949519087e+02,1.368578182536348038e+02,1.747323676306360198e+02,8.293740256157776969e+01,1.101427246016439625e+02,8.872701917115095682e+01,1.975187974862320743e+02,1.201473526553540268e+02,1.010947340555455014e+02,1.652957495706112354e+02,1.240599540993660241e+02,6.734023269620661267e+01,1.635157317156404417e+02,1.006309751152986394e+02,1.365008423552681052e+02,1.507147986674412721e+02,1.329811647920706719e+02,1.875316777633571519e+02,1.506197214347110958e+02
7.021000000000000202e-07,1.343990597888742116e+02,1.738977885412675448e+02,1.018527842461554229e+02,1.571727535385394106e+02,1.645977421104007306e+02,1.245799957526530193e+02,1.361648030867132206e+02,1.120825516606737011e+02,1.128924625457817257e+02,8.844440105883460035e+01,1.161005190781598202e+02,1.385639553987962813e+02,1.383449594669369844e+02,1.700022023352378824e+02,6.838599485717659832e+01,1.089684256747420932e+02,1.012218655912085126e+02,2.003400476618317043e+02,1.112577417952570329e+02,1.017971389827674500e+02,1.634227618364450052e+02,1.245463244838708334e+02,6.708709500111464763e+01,1.481347249802033446e+02,1.040151592136040222e+02,1.384730278898700533e+02,1.461405799470669820e+02,1.437416306507391539e+02,1.898787342534019729e+02,1.622645889222951041e+02
7.022000000000001336e-07,1.247030237021533878e+02,1.809184904568916465e+02,1.101088323416472150e+02,1.448145548666137472e+02,1.601158313748080673e+02,1.262413001479695112e+02,1.431355611313378517e+02,1.175719810931175431e+02,1.249037670234239812e+02,8.636156851470263973e+01,1.214979100317166001e+02,1.306584130011142122e+02,1.415400708765955358e+02,1.811832506417106288e+02,8.037805946641168475e+01,1.122995948631671439e+02,9.838256116728564393e+01,1.991489077960265490e+02,1.229339452688309677e+02,9.916515274257527324e+01,1.593916418194377229e+02,1.345229792611553137e+02,8.146883900094277919e+01,1.517254978952736337e+02,1.047153257206747696e+02,1.407960532329439332e+02,1.315220806221404928e+02,1.436836622825281609e+02,1.883359483968130519e+02,1.663651133069199091e+02
7.023000000000000352e-07,1.465973713206228126e+02,1.660440385801123568e+02,9.333498619820700526e+01,1.525443330707221321e+02,1.697647114116979878e+02,1.235568266063441030e+02,1.422084968826112572e+02,1.017749685805816284e+02,1.184940887919255630e+02,8.283449912051456465e+01,1.174289941053358177e+02,1.338048762024398002e+02,1.270564839381240176e+02,1.765162202538208476e+02,6.148509939405265357e+01,1.072985193392438958e+02,9.087186017854601516e+01,1.977984773732285646e+02,1.248559366580363985e+02,9.406619941490045278e+01,1.681282453418243676e+02,1.350678427541630526e+02,7.424707792044698351e+01,1.561443755104896525e+02,1.008506284564798534e+02,1.329474134601841797e+02,1.529728953271485068e+02,1.398756634405837929e+02,1.926064936613605596e+02,1.529717359773127896e+02
7.024000000000000428e-07,1.340230881761883666e+02,1.688133627608161476e+02,1.031002593155419618e+02,1.590528468298381028e+02,1.634341189857396159e+02,1.323237916297759682e+02,1.404001044602827051e+02,1.088508665761209073e+02,1.342472984257906319e+02,8.418643809957774238e+01,1.189471338342930409e+02,1.369096829792501921e+02,1.316758195523773622e+02,1.699715524217672851e+02,7.699934831084202358e+01,1.093226327762035623e+02,9.312686481890139589e+01,1.828275136283610891e+02,1.126318229403927376e+02,1.037599456904769539e+02,1.544357930301361534e+02,1.362075925519434350e+02,8.437970653332470761e+01,1.688298339118385627e+02,9.984892242906818183e+01,1.472882918253873754e+02,1.462678643196454118e+02,1.458568130973845882e+02,1.921974885734557574e+02,1.580376836264247231e+02
7.025000000000000503e-07,1.416801536620860986e+02,1.753915631884003403e+02,9.272577448753750673e+01,1.615119296517228520e+02,1.574510282672465280e+02,1.231463633132451321e+02,1.457798492948548414e+02,1.104144065571187241e+02,1.186752233006532435e+02,9.458225465023940615e+01,1.133013765574915936e+02,1.277097141668940878e+02,1.393979481623724155e+02,1.805266232502690684e+02,7.413073099085283957e+01,1.012873625219265961e+02,9.549840386476243737e+01,2.030441286113031367e+02,1.225945135168908848e+02,9.845672369973593163e+01,1.571776679569838961e+02,1.252883788417950370e+02,6.804473552709436035e+01,1.657921438464241533e+02,1.188626864341597980e+02,1.552529263081594877e+02,1.464285211809576879e+02,1.245406460561870858e+02,1.918165438559607594e+02,1.560321711746686617e+02
7.026000000000000578e-07,1.400765942409616400e+02,1.645431685837152713e+02,9.619424887640172983e+01,1.580012013031476670e+02,1.653557201309039897e+02,1.250619741015687367e+02,1.474397132643909174e+02,1.122819390816794254e+02,1.277385059250907489e+02,8.577906164074526885e+01,1.212906101458327726e+02,1.421073053998824491e+02,1.355804143820775778e+02,1.752619978941167744e+02,7.765069628144276237e+01,9.996704229117368357e+01,8.612158571031793031e+01,1.983442390644047748e+02,1.267990771613464887e+02,1.026143797388391334e+02,1.572513807656082179e+02,1.215747687242763675e+02,7.147308286443306713e+01,1.663021753274874470e+02,1.058960502725357742e+02,1.322326406942383414e+02,1.576048495913344141e+02,1.395496490989166034e+02,2.012291967006738105e+02,1.572703157249545995e+02
7.027000000000000653e-07,1.300769062420920648e+02,1.734640685105714795e+02,9.523793744067306477e+01,1.477530334657202786e+02,1.545772688464764428e+02,1.353067194571051459e+02,1.421482391600635538e+02,1.063026384887557043e+02,1.099037502683835896e+02,9.080698392062649305e+01,1.246912144198472134e+02,1.230699414176784643e+02,1.424259116766424995e+02,1.731879175852363915e+02,6.165163278938210567e+01,1.040567450325433327e+02,8.563179715085422572e+01,1.963997330992447417e+02,1.172717844829134890e+02,9.729294604973222249e+01,1.509741014988670145e+02,1.341130459859414543e+02,7.022531394111483394e+01,1.678155239018632301e+02,1.123366229457173802e+02,1.467858714559318116e+02,1.482052332438883582e+02,1.381223495956691067e+02,1.817745274490110603e+02,1.556260744457279372e+02
7.027999999999999669e-07,1.382097953448291605e+02,1.795324063492091113e+02,1.061472855466169278e+02,1.445779463595926870e+02,1.640197790790010686e+02,1.346879090071834355e+02,1.490116090306110266e+02,1.086642704802258237e+02,1.205444054257595639e+02,7.941536366047031947e+01,1.216407302419335537e+02,1.416940350308115342e+02,1.418968695475014670e+02,1.685594383888496850e+02,7.046227440225815997e+01,1.154247537796969993e+02,8.722367378281265360e+01,1.903934102633058956e+02,1.181336990267882925e+02,1.049816213827387230e+02,1.564914727667825503e+02,1.284957412160911758e+02,6.935380702121477725e+01,1.571401518247502054e+02,1.066233376906729973e+02,1.457613018534090372e+02,1.340044372160414241e+02,1.332674065236108731e+02,1.988062058439958832e+02,1.549992445616338728e+02
7.028999999999999744e-07,1.438787657951284586e+02,1.762364198410111555e+02,1.049351146740915084e+02,1.639660153166529142e+02,1.536057162964595193e+02,1.258533388880916135e+02,1.443286427054813430e+02,1.092245941196136272e+02,1.177460829796268627e+02,9.319767783966283048e+01,1.199640578339132304e+02,1.342277608029924920e+02,1.377913164482860111e+02,1.631252767608884255e+02,6.631752460834275098e+01,1.121811889971026801e+02,8.748574674903424864e+01,2.126224521522141231e+02,1.148895537579107469e+02,9.154839760008449900e+01,1.666351875074074087e+02,1.318805201773292879e+02,7.203502742702660555e+01,1.570292586788298479e+02,1.135943672451276996e+02,1.421296877015540474e+02,1.468679930122231667e+02,1.408831906355871979e+02,1.906961691970376478e+02,1.542232570858929250e+02
7.030000000000000878e-07,1.445910490616382731e+02,1.771765382767355277e+02,9.227327532143833366e+01,1.499589922850144319e+02,1.573805285506077496e+02,1.279785103430692175e+02,1.557420887406900363e+02,1.147345307643931278e+02,1.300456690447169308e+02,8.152596886142536903e+01,1.204725168855308937e+02,1.439179951280335104e+02,1.403433767963894070e+02,1.770281082298526769e+02,7.634890527267971549e+01,1.090318321854022514e+02,9.455996397588947389e+01,1.948290206297190252e+02,1.164010984005651039e+02,1.071653105215084736e+02,1.590438170478393261e+02,1.312673142871651919e+02,8.113112945673083232e+01,1.620420525153738538e+02,1.109595841599658854e+02,1.450916709932998572e+02,1.449297604681742087e+02,1.422209871008427058e+02,1.900387494488790310e+02,1.584583722162029176e+02
7.031000000000000953e-07,1.263117556126175884e+02,1.733848035781379906e+02,9.552982453551442177e+01,1.511962617925861707e+02,1.584414950787115117e+02,1.243310472389798633e+02,1.411332994718862039e+02,1.062918549205680989e+02,1.221297718804726458e+02,8.382424469677826551e+01,1.174584440234937119e+02,1.333606977978983821e+02,1.337680531040363974e+02,1.572840459018440527e+02,6.392443666418000703e+01,9.857348645720550451e+01,8.496573558691581241e+01,1.929417825531329811e+02,1.227119535843806801e+02,1.000940636359109703e+02,1.595712063366998166e+02,1.289008015668981670e+02,7.144429499484800772e+01,1.564388503935429640e+02,1.153417869522113364e+02,1.263986593821354631e+02,1.505852148266766051e+02,1.423405366000852155e+02,1.877033698118776783e+02,1.690375865754811286e+02
7.032000000000001029e-07,1.472305566333813260e+02,1.651486323784280046e+02,9.624269351555189189e+01,1.576670690458929585e+02,1.645885497061518379e+02,1.330281530875890041e+02,1.566016245628057959e+02,1.152691639381693278e+02,1.233712147771187517e+02,7.318571094796516263e+01,1.304263407200618872e+02,1.360590056264390455e+02,1.440814373670075668e+02,1.729609649447097581e+02,7.578450407889057772e+01,1.081713839311187826e+02,9.737044987138459362e+01,1.860573191136250841e+02,1.185925064140031253e+02,9.623189464085439226e+01,1.568122060683230643e+02,1.317675934193647720e+02,7.322086721217029037e+01,1.576663474788281860e+02,1.086872186334455677e+02,1.356765597497273745e+02,1.427632897088573998e+02,1.412415956824754346e+02,1.930967825051646116e+02,1.656095175831191000e+02
7.033000000000000045e-07,1.378817412868809527e+02,1.716915095606654802e+02,9.738055256307021068e+01,1.536891760165929384e+02,1.553022537649692936e+02,1.220564770329062441e+02,1.464319324305264161e+02,1.043686509422398814e+02,1.246906204449092996e+02,8.502116147805914181e+01,1.165075035159905497e+02,1.358704184048411605e+02,1.357991935583204679e+02,1.776209736588288024e+02,7.356819660633573221e+01,1.001252216071529801e+02,8.702935024381407914e+01,1.832801958955964778e+02,1.292439713471781602e+02,9.392619061950995274e+01,1.577901065578257658e+02,1.302557834707250777e+02,7.006130624069693624e+01,1.680368396866911667e+02,1.012994476531571877e+02,1.361693328579308684e+02,1.369666456539837043e+02,1.308841190660293705e+02,1.815504218356615524e+02,1.619700941812688768e+02
7.034000000000000120e-07,1.333003501133380553e+02,1.779310569808235698e+02,9.882506155994495600e+01,1.514793970465939026e+02,1.678863009747952617e+02,1.263347584000049153e+02,1.383655526205328385e+02,1.015760658723725527e+02,1.197882509688263326e+02,7.582270150852545498e+01,1.036901581191449964e+02,1.330536270651015229e+02,1.324481723456783868e+02,1.740560723059654720e+02,8.180612327489480151e+01,1.136069235689949437e+02,8.471639129149690461e+01,1.939288130470428371e+02,1.169158149253778021e+02,9.266011140750330810e+01,1.595610019517347382e+02,1.342425429930218286e+02,7.518880420180626345e+01,1.510336452636712181e+02,1.107054265385040139e+02,1.469086372009778927e+02,1.362919794434089056e+02,1.304623436018393079e+02,1.928465409757202167e+02,1.582171794079324059e+02
7.035000000000000195e-07,1.356655836788683871e+02,1.696392103745239410e+02,1.100991598708993138e+02,1.567215214830299317e+02,1.632503244700509413e+02,1.334668235082654064e+02,1.429397378846965125e+02,1.029959388408319398e+02,1.334827387897585993e+02,7.547666591774364520e+01,1.147186481114249545e+02,1.310632828625752779e+02,1.405364987701164807e+02,1.679964451198281949e+02,7.468308979491851574e+01,1.133514198131924786e+02,7.875965081484460484e+01,2.011192213039506385e+02,1.203097653508472007e+02,1.015294040465045668e+02,1.618496371234401181e+02,1.277605992543541902e+02,8.282743533867174790e+01,1.640597255304671194e+02,1.003737197654550073e+02,1.431270660135869548e+02,1.431609537023283849e+02,1.229291030751571157e+02,1.858947473002112076e+02,1.484029363342381487e+02
7.036000000000000270e-07,1.380921062498705965e+02,1.667692652129535418e+02,9.615344814579447075e+01,1.516240984887539582e+02,1.614026507571951186e+02,1.323740904818484978e+02,1.409722813200954477e+02,1.122231194978156168e+02,1.105582473185722847e+02,7.647418982134270493e+01,1.164935989299733308e+02,1.330889281093343754e+02,1.400018050676467851e+02,1.624948248196909617e+02,7.694534666488223706e+01,1.214270689247073847e+02,9.810232218597224119e+01,1.980792031923949992e+02,1.246506361013288995e+02,1.051795599524255920e+02,1.680757864686826224e+02,1.312066847773553491e+02,6.667037359959927301e+01,1.642253177241420872e+02,1.078881133297475969e+02,1.344154683112869009e+02,1.405663298957574057e+02,1.274092494738453212e+02,1.873449982372632121e+02,1.677966007232630261e+02
7.037000000000001404e-07,1.386594366785875820e+02,1.760917783267632615e+02,1.003038350497528768e+02,1.491907530141048710e+02,1.573406736548337790e+02,1.250691499296754188e+02,1.407518678498361453e+02,1.080857932449896452e+02,1.144242047605967372e+02,8.171831298003033339e+01,1.206306344909861252e+02,1.300816044965985725e+02,1.446956786107143103e+02,1.763474466515823451e+02,7.086714097786349953e+01,1.181277308804440480e+02,8.864611589738895248e+01,1.935737858553368085e+02,1.209451724897432996e+02,9.390325025041380513e+01,1.590990773312377087e+02,1.289722750098121651e+02,6.898831154481237604e+01,1.595292316735356337e+02,1.040441722895818657e+02,1.435836608140714361e+02,1.423446635331441144e+02,1.387306622634272060e+02,1.952504930265709788e+02,1.683684898446658167e+02
